rank,originalRank,releaseId,releaseName,classPath,qualifiedName,NSmells,SIZE_LOC,NOM,PUBLIC_METHODS,AVG_METHOD_SIZE,CYCLO_COMPLEXITY,FAN_OUT,SMELL_DENSITY,isAbstract,isInterface,isEnum,isAnnotation,discardReasons
"580","0","12356721","4.1.0","core/persistence-neo4j/src/main/java/org/apache/syncope/core/persistence/neo4j/entity/am/Neo4jOIDCRPClientApp.java","org.apache.syncope.core.persistence.neo4j.entity.am.Neo4jOIDCRPClientApp","0","330","60","59","5.5","6","17","0.0","false","false","false","false","LOW_NSMELLS<4|LIKELY_SIMPLE_ROLE"
"581","0","12356721","4.1.0","core/persistence-neo4j/src/main/java/org/apache/syncope/core/persistence/neo4j/entity/am/Neo4jSAML2SPClientApp.java","org.apache.syncope.core.persistence.neo4j.entity.am.Neo4jSAML2SPClientApp","0","247","37","36","6.675675675675675","9","14","0.0","false","false","false","false","LOW_NSMELLS<4|LIKELY_SIMPLE_ROLE"
"582","0","12356721","4.1.0","core/persistence-neo4j/src/main/java/org/apache/syncope/core/persistence/neo4j/entity/user/Neo4jLinkedAccount.java","org.apache.syncope.core.persistence.neo4j.entity.user.Neo4jLinkedAccount","0","157","22","21","7.136363636363637","7","20","0.0","false","false","false","false","LOW_NSMELLS<4|LIKELY_SIMPLE_ROLE"
"583","0","12356721","4.1.0","core/persistence-neo4j/src/main/java/org/apache/syncope/core/persistence/neo4j/entity/user/Neo4jUser.java","org.apache.syncope.core.persistence.neo4j.entity.user.Neo4jUser","0","333","52","48","6.403846153846154","14","35","0.0","false","false","false","false","LOW_NSMELLS<4|LIKELY_SIMPLE_ROLE"
"584","0","12356721","4.1.0","ext/flowable/flowable-bpmn/src/main/java/org/apache/syncope/core/flowable/impl/FlowableUserWorkflowAdapter.java","org.apache.syncope.core.flowable.impl.FlowableUserWorkflowAdapter","0","498","11","5","45.27272727272727","29","43","0.0","false","false","false","false","LOW_NSMELLS<4|LIKELY_SIMPLE_ROLE"
"585","0","12356721","4.1.0","ext/flowable/logic/src/main/java/org/apache/syncope/core/logic/UserRequestLogic.java","org.apache.syncope.core.logic.UserRequestLogic","0","192","14","9","13.714285714285714","9","32","0.0","false","false","false","false","LOW_NSMELLS<4|LIKELY_SIMPLE_ROLE"
"586","0","12356721","4.1.0","sra/src/main/java/org/apache/syncope/sra/SecurityConfig.java","org.apache.syncope.sra.SecurityConfig","0","296","12","10","24.666666666666668","10","61","0.0","false","false","false","false","LOW_NSMELLS<4|LIKELY_SIMPLE_ROLE"
"587","0","12356721","4.1.0","wa/starter/src/main/java/org/apache/syncope/wa/starter/config/WAContext.java","org.apache.syncope.wa.starter.config.WAContext","0","498","40","39","12.45","17","106","0.0","false","false","false","false","LOW_NSMELLS<4|LIKELY_SIMPLE_ROLE"
"588","0","12356721","4.1.0","common/keymaster/client-api/src/main/java/org/apache/syncope/common/keymaster/client/api/model/JPADomain.java","org.apache.syncope.common.keymaster.client.api.model.JPADomain","0","170","27","25","6.296296296296297","5","4","0.0","false","false","true","false","LOW_NSMELLS<4|LIKELY_SIMPLE_ROLE|ENUM"
"589","0","12356721","4.1.0","common/am/lib/src/main/java/org/apache/syncope/common/lib/auth/SAML2IdPAuthModuleConf.java","org.apache.syncope.common.lib.auth.SAML2IdPAuthModuleConf","0","205","55","55","3.727272727272727","1","6","0.0","false","false","false","false","LOW_NSMELLS<4|LOW_COMPLEXITY<5"
"590","0","12356721","4.1.0","common/am/lib/src/main/java/org/apache/syncope/common/lib/auth/X509AuthModuleConf.java","org.apache.syncope.common.lib.auth.X509AuthModuleConf","0","254","67","67","3.791044776119403","1","11","0.0","false","false","false","false","LOW_NSMELLS<4|LOW_COMPLEXITY<5"
"591","0","12356721","4.1.0","common/am/lib/src/main/java/org/apache/syncope/common/lib/to/OIDCRPClientAppTO.java","org.apache.syncope.common.lib.to.OIDCRPClientAppTO","0","308","59","59","5.220338983050848","4","14","0.0","false","false","false","false","LOW_NSMELLS<4|LOW_COMPLEXITY<5"
"592","0","12356721","4.1.0","common/am/lib/src/main/java/org/apache/syncope/common/lib/to/SAML2SPClientAppTO.java","org.apache.syncope.common.lib.to.SAML2SPClientAppTO","0","199","36","36","5.527777777777778","4","8","0.0","false","false","false","false","LOW_NSMELLS<4|LOW_COMPLEXITY<5"
"593","0","12356721","4.1.0","common/am/lib/src/main/java/org/apache/syncope/common/lib/wa/GoogleMfaAuthAccount.java","org.apache.syncope.common.lib.wa.GoogleMfaAuthAccount","0","154","28","28","5.5","4","7","0.0","false","false","false","false","LOW_NSMELLS<4|LOW_COMPLEXITY<5"
"594","0","12356721","4.1.0","common/idrepo/lib/src/main/java/org/apache/syncope/common/lib/form/FormProperty.java","org.apache.syncope.common.lib.form.FormProperty","0","150","28","28","5.357142857142857","4","6","0.0","false","false","false","false","LOW_NSMELLS<4|LOW_COMPLEXITY<5"
"595","0","12356721","4.1.0","common/idrepo/lib/src/main/java/org/apache/syncope/common/lib/to/FormPropertyDefTO.java","org.apache.syncope.common.lib.to.FormPropertyDefTO","0","152","27","27","5.62962962962963","4","9","0.0","false","false","false","false","LOW_NSMELLS<4|LOW_COMPLEXITY<5"
"596","0","12356721","4.1.0","common/idrepo/lib/src/main/java/org/apache/syncope/common/lib/to/RealmTO.java","org.apache.syncope.common.lib.to.RealmTO","0","180","30","30","6.0","4","12","0.0","false","false","false","false","LOW_NSMELLS<4|LOW_COMPLEXITY<5"
"597","0","12356721","4.1.0","common/idrepo/lib/src/main/java/org/apache/syncope/common/lib/to/UserTO.java","org.apache.syncope.common.lib.to.UserTO","0","187","33","33","5.666666666666667","4","10","0.0","false","false","false","false","LOW_NSMELLS<4|LOW_COMPLEXITY<5"
"598","0","12356721","4.1.0","core/am/logic/src/main/java/org/apache/syncope/core/logic/AMLogicContext.java","org.apache.syncope.core.logic.AMLogicContext","0","174","16","16","10.875","1","36","0.0","false","false","false","false","LOW_NSMELLS<4|LOW_COMPLEXITY<5"
"599","0","12356721","4.1.0","core/idrepo/logic/src/main/java/org/apache/syncope/core/logic/IdRepoLogicContext.java","org.apache.syncope.core.logic.IdRepoLogicContext","0","444","27","27","16.444444444444443","1","82","0.0","false","false","false","false","LOW_NSMELLS<4|LOW_COMPLEXITY<5"
"600","0","12356721","4.1.0","core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/PersistenceContext.java","org.apache.syncope.core.persistence.jpa.PersistenceContext","0","836","83","82","10.072289156626505","1","188","0.0","false","false","false","false","LOW_NSMELLS<4|LOW_COMPLEXITY<5"
"601","0","12356721","4.1.0","core/persistence-neo4j/src/main/java/org/apache/syncope/core/persistence/neo4j/PersistenceContext.java","org.apache.syncope.core.persistence.neo4j.PersistenceContext","0","1317","108","108","12.194444444444445","1","221","0.0","false","false","false","false","LOW_NSMELLS<4|LOW_COMPLEXITY<5"
"602","0","12356721","4.1.0","core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/DefaultAnyObjectProvisioningManager.java","org.apache.syncope.core.provisioning.java.DefaultAnyObjectProvisioningManager","0","164","10","9","16.4","1","19","0.0","false","false","false","false","LOW_NSMELLS<4|LOW_COMPLEXITY<5"
"603","0","12356721","4.1.0","core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/DefaultGroupProvisioningManager.java","org.apache.syncope.core.provisioning.java.DefaultGroupProvisioningManager","0","179","10","9","17.9","1","21","0.0","false","false","false","false","LOW_NSMELLS<4|LOW_COMPLEXITY<5"
"604","0","12356721","4.1.0","core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/ProvisioningContext.java","org.apache.syncope.core.provisioning.java.ProvisioningContext","0","1046","64","64","16.34375","1","166","0.0","false","false","false","false","LOW_NSMELLS<4|LOW_COMPLEXITY<5"
"605","0","12356721","4.1.0","ext/flowable/flowable-bpmn/src/main/java/org/apache/syncope/core/flowable/FlowableWorkflowContext.java","org.apache.syncope.core.flowable.FlowableWorkflowContext","0","210","21","21","10.0","1","47","0.0","false","false","false","false","LOW_NSMELLS<4|LOW_COMPLEXITY<5"
"606","0","12356721","4.1.0","ext/scimv2/scim-rest-api/src/main/java/org/apache/syncope/ext/scimv2/api/data/SCIMUser.java","org.apache.syncope.ext.scimv2.api.data.SCIMUser","0","156","35","34","4.457142857142857","1","7","0.0","false","false","false","false","LOW_NSMELLS<4|LOW_COMPLEXITY<5"
"607","0","12356721","4.1.0","ext/scimv2/scim-rest-cxf/src/main/java/org/apache/syncope/ext/scimv2/cxf/SCIMv2RESTCXFContext.java","org.apache.syncope.ext.scimv2.cxf.SCIMv2RESTCXFContext","0","169","8","8","21.125","1","33","0.0","false","false","false","false","LOW_NSMELLS<4|LOW_COMPLEXITY<5"
"608","0","12356721","4.1.0","common/am/lib/src/main/java/org/apache/syncope/common/lib/AbstractLDAPConf.java","org.apache.syncope.common.lib.AbstractLDAPConf","0","243","60","60","4.05","1","5","0.0","true","false","true","false","LOW_NSMELLS<4|LOW_COMPLEXITY<5|ABSTRACT_CLASS|ENUM"
"609","0","12356721","4.1.0","common/idrepo/lib/src/main/java/org/apache/syncope/common/lib/to/RelationshipTO.java","org.apache.syncope.common.lib.to.RelationshipTO","0","159","26","24","6.115384615384615","4","12","0.0","false","false","true","false","LOW_NSMELLS<4|LOW_COMPLEXITY<5|ENUM"
"610","0","12356721","4.1.0","common/idrepo/rest-api/src/main/java/org/apache/syncope/common/rest/api/service/UserSelfService.java","org.apache.syncope.common.rest.api.service.UserSelfService","0","193","10","10","19.3","1","31","0.0","false","true","false","false","LOW_NSMELLS<4|LOW_COMPLEXITY<5|INTERFACE"
"611","0","12356721","4.1.0","core/starter/src/main/java/org/apache/syncope/core/starter/SyncopeCoreApplication.java","org.apache.syncope.core.starter.SyncopeCoreApplication","0","180","15","13","12.0","1","54","0.0","false","true","false","false","LOW_NSMELLS<4|LOW_COMPLEXITY<5|INTERFACE"
"612","0","12356721","4.1.0","client/idm/console/src/main/java/org/apache/syncope/client/console/commons/IdMAnyDirectoryPanelAdditionalActionLinksProvider.java","org.apache.syncope.client.console.commons.IdMAnyDirectoryPanelAdditionalActionLinksProvider","0","192","10","9","19.2","1","30","0.0","false","false","false","false","LOW_NSMELLS<4|LOW_COMPLEXITY<5|LIKELY_GUI_CLASS"
"613","0","12356721","4.1.0","client/idrepo/console/src/main/java/org/apache/syncope/client/console/IdRepoConsoleContext.java","org.apache.syncope.client.console.IdRepoConsoleContext","0","276","39","39","7.076923076923077","1","57","0.0","false","false","false","false","LOW_NSMELLS<4|LOW_COMPLEXITY<5|LIKELY_GUI_CLASS"
"614","0","12356721","4.1.0","client/idrepo/console/src/main/java/org/apache/syncope/client/console/chartjs/ChartOptions.java","org.apache.syncope.client.console.chartjs.ChartOptions","0","230","62","62","3.7096774193548385","1","2","0.0","true","false","false","false","LOW_NSMELLS<4|LOW_COMPLEXITY<5|LIKELY_GUI_CLASS|ABSTRACT_CLASS"
"615","0","12356721","4.1.0","client/idrepo/console/src/main/java/org/apache/syncope/client/console/panels/search/AbstractSearchPanel.java","org.apache.syncope.client.console.panels.search.AbstractSearchPanel","0","220","29","9","7.586206896551724","4","29","0.0","true","false","false","false","LOW_NSMELLS<4|LOW_COMPLEXITY<5|LIKELY_GUI_CLASS|ABSTRACT_CLASS"
"616","0","12356721","4.1.0","client/idrepo/console/src/main/java/org/apache/syncope/client/console/panels/DomainWizardBuilder.java","org.apache.syncope.client.console.panels.DomainWizardBuilder","0","211","12","2","17.583333333333332","2","27","0.0","false","false","false","false","LOW_NSMELLS<4|LOW_COMPLEXITY<5|LIKELY_GUI_CLASS|LIKELY_SIMPLE_ROLE"
"617","0","12356721","4.1.0","ext/oidcc4ui/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/entity/JPAOIDCC4UIProvider.java","org.apache.syncope.core.persistence.jpa.entity.JPAOIDCC4UIProvider","0","219","35","35","6.257142857142857","3","25","0.0","false","false","false","false","LOW_NSMELLS<4|LOW_COMPLEXITY<5|LIKELY_GUI_CLASS|LIKELY_SIMPLE_ROLE"
"618","0","12356721","4.1.0","ext/saml2sp4ui/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/entity/JPASAML2SP4UIIdP.java","org.apache.syncope.core.persistence.jpa.entity.JPASAML2SP4UIIdP","0","173","25","25","6.92","2","26","0.0","false","false","false","false","LOW_NSMELLS<4|LOW_COMPLEXITY<5|LIKELY_GUI_CLASS|LIKELY_SIMPLE_ROLE"
"619","0","12356721","4.1.0","core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/entity/JPAExternalResource.java","org.apache.syncope.core.persistence.jpa.entity.JPAExternalResource","0","264","37","37","7.135135135135135","2","46","0.0","false","false","false","false","LOW_NSMELLS<4|LOW_COMPLEXITY<5|LIKELY_SIMPLE_ROLE"
"620","0","12356721","4.1.0","core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/entity/JPANotification.java","org.apache.syncope.core.persistence.jpa.entity.JPANotification","0","153","23","23","6.6521739130434785","2","23","0.0","false","false","false","false","LOW_NSMELLS<4|LOW_COMPLEXITY<5|LIKELY_SIMPLE_ROLE"
"621","0","12356721","4.1.0","core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/entity/JPAPlainSchema.java","org.apache.syncope.core.persistence.jpa.entity.JPAPlainSchema","0","161","25","25","6.44","1","21","0.0","false","false","false","false","LOW_NSMELLS<4|LOW_COMPLEXITY<5|LIKELY_SIMPLE_ROLE"
"622","0","12356721","4.1.0","core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/entity/am/AbstractClientApp.java","org.apache.syncope.core.persistence.jpa.entity.am.AbstractClientApp","0","193","32","32","6.03125","1","27","0.0","false","false","false","false","LOW_NSMELLS<4|LOW_COMPLEXITY<5|LIKELY_SIMPLE_ROLE"
"623","0","12356721","4.1.0","core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/entity/am/JPAOIDCRPClientApp.java","org.apache.syncope.core.persistence.jpa.entity.am.JPAOIDCRPClientApp","0","302","56","56","5.392857142857143","1","21","0.0","false","false","false","false","LOW_NSMELLS<4|LOW_COMPLEXITY<5|LIKELY_SIMPLE_ROLE"
"624","0","12356721","4.1.0","core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/entity/am/JPASAML2SPClientApp.java","org.apache.syncope.core.persistence.jpa.entity.am.JPASAML2SPClientApp","0","198","33","33","6.0","1","15","0.0","false","false","false","false","LOW_NSMELLS<4|LOW_COMPLEXITY<5|LIKELY_SIMPLE_ROLE"
"625","0","12356721","4.1.0","core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/spring/DomainRoutingEntityManagerFactory.java","org.apache.syncope.core.persistence.jpa.spring.DomainRoutingEntityManagerFactory","0","203","28","24","7.25","2","32","0.0","false","false","false","false","LOW_NSMELLS<4|LOW_COMPLEXITY<5|LIKELY_SIMPLE_ROLE"
"626","0","12356721","4.1.0","core/persistence-neo4j/src/main/java/org/apache/syncope/core/persistence/neo4j/entity/task/Neo4jNotificationTask.java","org.apache.syncope.core.persistence.neo4j.entity.task.Neo4jNotificationTask","0","155","26","22","5.961538461538462","3","17","0.0","false","false","false","false","LOW_NSMELLS<4|LOW_COMPLEXITY<5|LIKELY_SIMPLE_ROLE"
"627","0","12356721","4.1.0","common/idm/rest-api/src/main/java/org/apache/syncope/common/rest/api/beans/AbstractCSVSpec.java","org.apache.syncope.common.rest.api.beans.AbstractCSVSpec","0","202","35","33","5.771428571428571","3","11","0.0","true","false","false","false","LOW_NSMELLS<4|LOW_COMPLEXITY<5|LIKELY_SIMPLE_ROLE|ABSTRACT_CLASS"
"628","0","12356721","4.1.0","core/persistence-neo4j/src/main/java/org/apache/syncope/core/persistence/neo4j/entity/am/AbstractClientApp.java","org.apache.syncope.core.persistence.neo4j.entity.am.AbstractClientApp","0","187","32","32","5.84375","3","22","0.0","true","false","false","false","LOW_NSMELLS<4|LOW_COMPLEXITY<5|LIKELY_SIMPLE_ROLE|ABSTRACT_CLASS"
"629","0","12356721","4.1.0","sra/src/main/java/org/apache/syncope/sra/SRAProperties.java","org.apache.syncope.sra.SRAProperties","0","273","65","65","4.2","1","10","0.0","false","false","true","false","LOW_NSMELLS<4|LOW_COMPLEXITY<5|LIKELY_SIMPLE_ROLE|ENUM"
"630","0","12356721","4.1.0","common/idm/lib/src/main/java/org/apache/syncope/common/lib/types/ConnConfPropSchema.java","org.apache.syncope.common.lib.types.ConnConfPropSchema","0","100","18","18","5.555555555555555","6","5","0.0","false","false","false","false","LOW_NSMELLS<4|LOW_LOC<150"
"631","0","12356721","4.1.0","common/idrepo/lib/src/main/java/org/apache/syncope/common/lib/Attr.java","org.apache.syncope.common.lib.Attr","0","80","11","10","7.2727272727272725","5","8","0.0","false","false","false","false","LOW_NSMELLS<4|LOW_LOC<150"
"632","0","12356721","4.1.0","common/idrepo/lib/src/main/java/org/apache/syncope/common/lib/to/GroupTO.java","org.apache.syncope.common.lib.to.GroupTO","0","87","13","13","6.6923076923076925","5","9","0.0","false","false","false","false","LOW_NSMELLS<4|LOW_LOC<150"
"633","0","12356721","4.1.0","common/keymaster/client-zookeeper/src/main/java/org/apache/syncope/common/keymaster/client/zookeeper/ZookeeperKeymasterClientContext.java","org.apache.syncope.common.keymaster.client.zookeeper.ZookeeperKeymasterClientContext","0","109","9","9","12.11111111111111","5","28","0.0","false","false","false","false","LOW_NSMELLS<4|LOW_LOC<150"
"634","0","12356721","4.1.0","common/keymaster/client-zookeeper/src/main/java/org/apache/syncope/common/keymaster/client/zookeeper/ZookeeperServiceDiscoveryOps.java","org.apache.syncope.common.keymaster.client.zookeeper.ZookeeperServiceDiscoveryOps","0","122","7","5","17.428571428571427","15","16","0.0","false","false","false","false","LOW_NSMELLS<4|LOW_LOC<150"
"635","0","12356721","4.1.0","common/keymaster/self/client-self/src/main/java/org/apache/syncope/common/keymaster/client/self/SelfKeymasterDomainOps.java","org.apache.syncope.common.keymaster.client.self.SelfKeymasterDomainOps","0","78","8","7","9.75","13","8","0.0","false","false","false","false","LOW_NSMELLS<4|LOW_LOC<150"
"636","0","12356721","4.1.0","core/persistence-api/src/main/java/org/apache/syncope/core/persistence/api/utils/RealmUtils.java","org.apache.syncope.core.persistence.api.utils.RealmUtils","0","105","12","10","8.75","19","14","0.0","false","false","false","false","LOW_NSMELLS<4|LOW_LOC<150"
"637","0","12356721","4.1.0","core/persistence-common/src/main/java/org/apache/syncope/core/persistence/common/content/MultiParentNode.java","org.apache.syncope.core.persistence.common.content.MultiParentNode","0","81","14","13","5.785714285714286","8","5","0.0","false","false","false","false","LOW_NSMELLS<4|LOW_LOC<150"
"638","0","12356721","4.1.0","core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/ConnectorManagerRemoteCommitListener.java","org.apache.syncope.core.persistence.jpa.ConnectorManagerRemoteCommitListener","0","113","7","3","16.142857142857142","17","16","0.0","false","false","false","false","LOW_NSMELLS<4|LOW_LOC<150"
"639","0","12356721","4.1.0","core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/dao/SearchSupport.java","org.apache.syncope.core.persistence.jpa.dao.SearchSupport","0","75","11","11","6.818181818181818","13","4","0.0","false","false","false","false","LOW_NSMELLS<4|LOW_LOC<150"
"640","0","12356721","4.1.0","core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/dao/repo/ReportExecRepoExtImpl.java","org.apache.syncope.core.persistence.jpa.dao.repo.ReportExecRepoExtImpl","0","124","11","7","11.272727272727273","12","13","0.0","false","false","false","false","LOW_NSMELLS<4|LOW_LOC<150"
"641","0","12356721","4.1.0","core/persistence-neo4j/src/main/java/org/apache/syncope/core/persistence/neo4j/dao/repo/RemediationRepoExtImpl.java","org.apache.syncope.core.persistence.neo4j.dao.repo.RemediationRepoExtImpl","0","122","7","5","17.428571428571427","10","24","0.0","false","false","false","false","LOW_NSMELLS<4|LOW_LOC<150"
"642","0","12356721","4.1.0","core/persistence-neo4j/src/main/java/org/apache/syncope/core/persistence/neo4j/dao/repo/ReportExecRepoExtImpl.java","org.apache.syncope.core.persistence.neo4j.dao.repo.ReportExecRepoExtImpl","0","127","11","7","11.545454545454545","6","17","0.0","false","false","false","false","LOW_NSMELLS<4|LOW_LOC<150"
"643","0","12356721","4.1.0","core/provisioning-api/src/main/java/org/apache/syncope/core/provisioning/api/IntAttrName.java","org.apache.syncope.core.provisioning.api.IntAttrName","0","120","20","19","6.0","6","5","0.0","false","false","false","false","LOW_NSMELLS<4|LOW_LOC<150"
"644","0","12356721","4.1.0","core/provisioning-api/src/main/java/org/apache/syncope/core/provisioning/api/rules/InboundMatch.java","org.apache.syncope.core.provisioning.api.rules.InboundMatch","0","65","7","7","9.285714285714286","8","7","0.0","false","false","false","false","LOW_NSMELLS<4|LOW_LOC<150"
"645","0","12356721","4.1.0","core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/DefaultDerAttrHandler.java","org.apache.syncope.core.provisioning.java.DefaultDerAttrHandler","0","137","12","8","11.416666666666666","5","21","0.0","false","false","false","false","LOW_NSMELLS<4|LOW_LOC<150"
"646","0","12356721","4.1.0","core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/job/SyncopeTaskScheduler.java","org.apache.syncope.core.provisioning.java.job.SyncopeTaskScheduler","0","109","15","13","7.266666666666667","18","18","0.0","false","false","false","false","LOW_NSMELLS<4|LOW_LOC<150"
"647","0","12356721","4.1.0","core/self-keymaster-starter/src/main/java/org/apache/syncope/core/logic/DomainLogic.java","org.apache.syncope.core.logic.DomainLogic","0","102","8","7","12.75","7","17","0.0","false","false","false","false","LOW_NSMELLS<4|LOW_LOC<150"
"648","0","12356721","4.1.0","core/spring/src/main/java/org/apache/syncope/core/spring/security/JWTAuthentication.java","org.apache.syncope.core.spring.security.JWTAuthentication","0","102","13","12","7.846153846153846","5","10","0.0","false","false","false","false","LOW_NSMELLS<4|LOW_LOC<150"
"649","0","12356721","4.1.0","core/spring/src/main/java/org/apache/syncope/core/spring/security/SyncopeAuthenticationDetails.java","org.apache.syncope.core.spring.security.SyncopeAuthenticationDetails","0","61","7","5","8.714285714285714","5","8","0.0","false","false","false","false","LOW_NSMELLS<4|LOW_LOC<150"
"650","0","12356721","4.1.0","ext/scimv2/common-lib/src/main/java/org/apache/syncope/common/lib/scim/SCIMEnterpriseUserConf.java","org.apache.syncope.common.lib.scim.SCIMEnterpriseUserConf","0","71","13","13","5.461538461538462","6","5","0.0","false","false","false","false","LOW_NSMELLS<4|LOW_LOC<150"
"651","0","12356721","4.1.0","ext/scimv2/common-lib/src/main/java/org/apache/syncope/common/lib/scim/SCIMUserAddressConf.java","org.apache.syncope.common.lib.scim.SCIMUserAddressConf","0","89","17","17","5.235294117647059","7","6","0.0","false","false","false","false","LOW_NSMELLS<4|LOW_LOC<150"
"652","0","12356721","4.1.0","ext/scimv2/common-lib/src/main/java/org/apache/syncope/common/lib/scim/SCIMUserConf.java","org.apache.syncope.common.lib.scim.SCIMUserConf","0","141","27","27","5.222222222222222","10","11","0.0","false","false","false","false","LOW_NSMELLS<4|LOW_LOC<150"
"653","0","12356721","4.1.0","ext/scimv2/common-lib/src/main/java/org/apache/syncope/common/lib/scim/SCIMUserNameConf.java","org.apache.syncope.common.lib.scim.SCIMUserNameConf","0","74","13","13","5.6923076923076925","7","5","0.0","false","false","false","false","LOW_NSMELLS<4|LOW_LOC<150"
"654","0","12356721","4.1.0","ext/scimv2/scim-rest-api/src/main/java/org/apache/syncope/ext/scimv2/api/data/SCIMAnyObject.java","org.apache.syncope.ext.scimv2.api.data.SCIMAnyObject","0","59","7","6","8.428571428571429","8","8","0.0","false","false","false","false","LOW_NSMELLS<4|LOW_LOC<150"
"655","0","12356721","4.1.0","ext/scimv2/scim-rest-api/src/main/java/org/apache/syncope/ext/scimv2/api/data/SCIMEnterpriseInfo.java","org.apache.syncope.ext.scimv2.api.data.SCIMEnterpriseInfo","0","56","13","13","4.3076923076923075","6","1","0.0","false","false","false","false","LOW_NSMELLS<4|LOW_LOC<150"
"656","0","12356721","4.1.0","ext/scimv2/scim-rest-api/src/main/java/org/apache/syncope/ext/scimv2/api/data/SCIMUserAddress.java","org.apache.syncope.ext.scimv2.api.data.SCIMUserAddress","0","71","17","17","4.176470588235294","7","1","0.0","false","false","false","false","LOW_NSMELLS<4|LOW_LOC<150"
"657","0","12356721","4.1.0","ext/scimv2/scim-rest-api/src/main/java/org/apache/syncope/ext/scimv2/api/data/SCIMUserName.java","org.apache.syncope.ext.scimv2.api.data.SCIMUserName","0","56","13","13","4.3076923076923075","6","1","0.0","false","false","false","false","LOW_NSMELLS<4|LOW_LOC<150"
"658","0","12356721","4.1.0","wa/starter/src/main/java/org/apache/syncope/wa/starter/mfa/WAMultifactorAuthenticationTrustStorage.java","org.apache.syncope.wa.starter.mfa.WAMultifactorAuthenticationTrustStorage","0","122","9","6","13.555555555555555","6","20","0.0","false","false","false","false","LOW_NSMELLS<4|LOW_LOC<150"
"659","0","12356721","4.1.0","wa/starter/src/main/java/org/apache/syncope/wa/starter/pac4j/saml/WASAML2ClientMetadataGenerator.java","org.apache.syncope.wa.starter.pac4j.saml.WASAML2ClientMetadataGenerator","0","78","7","4","11.142857142857142","6","12","0.0","false","false","false","false","LOW_NSMELLS<4|LOW_LOC<150"
"660","0","12356721","4.1.0","wa/starter/src/main/java/org/apache/syncope/wa/starter/services/WAServiceRegistry.java","org.apache.syncope.wa.starter.services.WAServiceRegistry","0","112","9","8","12.444444444444445","10","15","0.0","false","false","false","false","LOW_NSMELLS<4|LOW_LOC<150"
"661","0","12356721","4.1.0","common/idrepo/lib/src/main/java/org/apache/syncope/common/lib/to/ItemContainer.java","org.apache.syncope.common.lib.to.ItemContainer","0","55","7","6","7.857142857142857","5","7","0.0","true","false","false","false","LOW_NSMELLS<4|LOW_LOC<150|ABSTRACT_CLASS"
"662","0","12356721","4.1.0","core/persistence-common/src/main/java/org/apache/syncope/core/persistence/common/content/AbstractXMLContentLoader.java","org.apache.syncope.core.persistence.common.content.AbstractXMLContentLoader","0","57","8","2","7.125","5","10","0.0","true","false","false","false","LOW_NSMELLS<4|LOW_LOC<150|ABSTRACT_CLASS"
"663","0","12356721","4.1.0","core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/dao/repo/AbstractAnyRepoExt.java","org.apache.syncope.core.persistence.jpa.dao.repo.AbstractAnyRepoExt","0","102","9","5","11.333333333333334","8","19","0.0","true","false","false","false","LOW_NSMELLS<4|LOW_LOC<150|ABSTRACT_CLASS"
"664","0","12356721","4.1.0","core/persistence-neo4j/src/main/java/org/apache/syncope/core/persistence/neo4j/dao/repo/AbstractAnyRepoExt.java","org.apache.syncope.core.persistence.neo4j.dao.repo.AbstractAnyRepoExt","0","127","12","6","10.583333333333334","7","30","0.0","true","false","false","false","LOW_NSMELLS<4|LOW_LOC<150|ABSTRACT_CLASS"
"665","0","12356721","4.1.0","common/idm/lib/src/main/java/org/apache/syncope/common/lib/to/ProvisioningReport.java","org.apache.syncope.common.lib.to.ProvisioningReport","0","93","17","17","5.470588235294118","5","6","0.0","false","false","true","false","LOW_NSMELLS<4|LOW_LOC<150|ENUM"
"666","0","12356721","4.1.0","core/persistence-api/src/main/java/org/apache/syncope/core/persistence/api/dao/search/AttrCond.java","org.apache.syncope.core.persistence.api.dao.search.AttrCond","0","85","12","10","7.083333333333333","8","3","0.0","false","false","true","false","LOW_NSMELLS<4|LOW_LOC<150|ENUM"
