rank,originalRank,releaseId,releaseName,classPath,qualifiedName,NSmells,SIZE_LOC,NOM,PUBLIC_METHODS,AVG_METHOD_SIZE,CYCLO_COMPLEXITY,FAN_OUT,SMELL_DENSITY,isAbstract,isInterface,isEnum,isAnnotation,discardReasons
"1","3","12356721","4.1.0","core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/job/DefaultJobManager.java","org.apache.syncope.core.provisioning.java.job.DefaultJobManager","16","357","15","10","23.8","26","37","0.04481792717086835","false","false","false","false",""
"2","19","12356721","4.1.0","core/spring/src/main/java/org/apache/syncope/core/spring/security/AuthDataAccessor.java","org.apache.syncope.core.spring.security.AuthDataAccessor","4","419","14","7","29.928571428571427","50","51","0.00954653937947494","false","false","false","false",""
